city_name,locality,locality_id,boundary_polygon,locality_np_target_mtd,locality_np_days_active,impressions,clicks,total_project_pdp_session,paid_leads,expected_leads,lead_gap,np_target_not_met,conversion,locality_demand_status
Noida,Sector 143B,b20847e65e58f3fd18de,null,23.47,14,201664,2366,404,41,40,1,18,0.1015,surplus present
Noida,Sector 120,9822e2b5409eb7501f34,"POLYGON((8616103.65183344 3322774.94392142,8615918.52752025 3323467.63569777,8615590.13502241 3323376.86364247,8615326.19650974 3323301.68557863,8615585.3482843 3322633.97591813,8616103.65183344 3322774.94392142))",7.26,12.5,2304,80,65,23,5,18,16,0.3538,surplus present
Gurgaon,Sector 88B,137a88aef60a9f131fda,"POLYGON((8567216.25029819 3305999.43183349,8566003.98104345 3305244.59612351,8566003.98104345 3304532.7194468,8567035.80140361 3304518.41393666,8567078.88204655 3305175.34378747,8567216.25029819 3305999.43183349))",24.11,12.33,85631,1604,413,38,31,7,14,0.0920,surplus present
Noida,Sector 70,620013d109c88f155e96,"POLYGON((8614863.88666447 3324174.69003362,8614885.48264569 3324535.39474449,8614915.31626922 3324845.9002227,8614917.65397852 3324941.50034457,8614290.70260638 3324935.54116573,8613855.88867534 3324921.21378922,8613833.17949922 3324478.08705192,8613822.4928281 3324135.2603391,8613815.36838069 3323946.60798098,8613915.6672419 3323786.48378036,8614181.94346387 3323920.36421533,8614364.73006776 3324013.42205239,8614450.66871465 3324045.75156204,8614568.89001387 3324045.75156204,8614633.45531853 3324048.16043061,8614749.22758895 3324116.11606003,8614800.6571937 3324142.48699463,8614867.56020767 3324163.91341742,8614863.88666447 3324174.69003362))",8.12,10.5,23562,180,143,22,11,11,14,0.1538,surplus present
Noida,Sector 134,106bcdd46a75383b104d,"POLYGON((8614004.05491759 3312828.56583668,8613664.86442914 3312491.73852503,8613623.0083006 3312383.05367476,8613369.86777854 3312126.29239287,8613799.78365198 3312030.78402803,8613861.89992784 3311978.21671785,8613881.04688026 3311941.22972229,8613898.96931827 3311882.70941098,8613914.44272749 3311831.28268222,8613959.86107974 3311772.76285222,8613981.34574146 3311740.58972148,8614007.61714129 3311709.42999151,8614067.28438836 3311709.42999151,8614158.12109284 3311747.68300349,8614222.57507801 3311803.7960635,8614271.55565396 3311833.68934738,8614300.16476309 3311827.73601857,8614362.28103896 3311795.43608929,8614494.86255249 3311723.86985734,8614343.24540603 3312078.53812515,8614373.96958549 3312102.09856482,8614395.12028874 3312117.04553195,8614414.60119963 3312127.55908664,8614438.42357066 3312140.6060395,8614640.57976594 3312279.18319854,8614564.21459526 3312577.74965653,8614436.41981983 3312598.01745587,8614004.05491759 3312828.56583668))",4.9,4,50883,840,233,18,23,-5,13,0.0773,surplus present
Gurgaon,Sector 45,d584b29a8a398c936329,"POLYGON((8578089.61018459 3305045.44956054,8578089.63556242 3305045.4860171,8578287.74936273 3305278.39534472,8578287.75637993 3305278.40368608,8578483.67362547 3305513.88414377,8578603.89738107 3305656.94904631,8578603.90308412 3305656.9558946,8578723.0083681 3305801.28197975,8578723.01594315 3305801.29094247,8578793.13817057 3305882.31080679,8578793.14849723 3305882.32293211,8578861.0469318 3305963.34604284,8578999.05277038 3306126.63939234,8578999.08496573 3306126.67067884,8578999.12197736 3306126.64527163,8579054.74280137 3306079.83145996,8579115.96990339 3306027.91942388,8579238.42020265 3305924.0992491,8579300.74462391 3305870.9352477,8579300.77643142 3305870.90922518,8579365.25386375 3305820.33418466,8579365.40625079 3305820.23558883,8579394.24672229 3305805.09629236,8579394.29108476 3305805.07438737,8579424.30434506 3305791.16727182,8579424.34585501 3305791.14916769,8579479.97995853 3305768.36999396,8579479.98928255 3305768.36606566,8579550.10960609 3305737.98464256,8579550.12227012 3305737.97925873,8579583.49828008 3305724.06055991,8579583.52490206 3305724.04853302,8579614.67307668 3305708.86586369,8579614.68922255 3305708.85762816,8579650.29106972 3305689.87721874,8579650.31603353 3305689.86435664,8579685.91162888 3305672.15244297,8579685.93930037 3305672.13757142,8579749.34872857 3305635.44591952,8579749.40437201 3305635.40852281,8579801.68177839 3305594.92715427,8579801.71465891 3305594.90275322,8579855.12133113 3305556.93951108,8579855.14095741 3305556.92482267,8579884.03850812 3305534.17138787,8579884.10454996 3305534.10883401,8579907.44869034 3305507.55887471,8579972.00467552 3305432.87195581,8579972.02783329 3305432.84306674,8580014.30013061 3305375.90968733,8580014.33770204 3305375.86216348,8580038.7761448 3305346.80458073,8580038.83250426 3305346.72199922,8580053.25521598 3305320.22462977,8580053.27358229 3305320.18055138,8580053.23773319 3305320.1490067,8580035.55370274 3305307.57885465,8580035.3983218 3305307.44212851,8580012.11397622 3305282.22164659,8580012.07125184 3305282.17222369,8579986.49478351 3305250.55450961,8579986.48154098 3305250.53880997,8579868.49532638 3305116.35309091,8579868.48411146 3305116.34011342,8579679.2481093 3304893.52904992,8579457.72142087 3304635.26460755,8579243.99057288 3304387.13688669,8579243.98410476 3304387.12930149,8579190.572738 3304323.85743616,8579190.5365159 3304323.81190288,8579164.97425496 3304289.68618536,8579164.92929574 3304289.62092713,8579139.34958909 3304249.14814208,8579139.34432908 3304249.13999559,8579095.9424169 3304183.33009043,8579095.92129909 3304183.30047372,8579088.17125313 3304173.22794168,8579088.13936471 3304173.19426441,8579088.10160669 3304173.22119696,8578881.08937407 3304355.48095165,8578881.08215571 3304355.48724581,8578672.91865011 3304535.25112253,8578603.90129182 3304594.7514667,8578603.89920175 3304594.75326354,8578531.54572877 3304656.78287344,8578531.53947418 3304656.78832628,8578390.17763073 3304782.10926981,8578390.15574823 3304782.12811203,8578352.32191247 3304813.76574573,8578352.31454574 3304813.77202818,8578314.46957043 3304846.68493437,8578238.77460023 3304912.51535486,8578238.77006009 3304912.51935182,8578089.64033768 3305045.41694295,8578089.61018459 3305045.44956054))",1.55,3,580,12,25,13,2,11,11,0.5200,surplus present
Gurgaon,DLF Phase 4,763ba73eedecacf21b7a,null,1.55,3,204,2,120,12,10,2,10,0.1000,surplus present
Gurgaon,Sector 78,80de3be8e9ffe90c0cb3,"POLYGON((8568220.57474413 3297385.91772613,8567861.12410836 3297174.48771863,8567513.5846581 3296978.62375439,8567296.17769258 3296787.57057473,8567471.83984905 3296131.81071507,8567615.1080337 3295629.03679835,8567875.48432267 3294723.73698565,8568786.7456743 3295230.1457772,8569727.84064947 3295775.91973214,8569337.33187577 3296294.26106915,8569192.83917671 3296392.18769979,8569106.78921033 3296449.50167943,8569026.75049645 3296497.32677694,8568934.80059706 3296564.25689532,8568832.16402655 3296674.07868234,8568696.0202893 3296807.81449141,8568648.15290827 3296853.23689061,8568589.7101756 3296894.99020656,8568532.38063784 3296936.87017821,8568478.61332379 3297008.48396733,8568353.15625766 3297206.75240562,8568243.28392025 3297401.48092835,8568220.57474413 3297385.91772613))",59.69,11.25,131327,1186,737,69,56,13,9,0.0936,surplus present
Gurgaon,Sector 23,ed367d1b56165f3af439,"POLYGON((8578969.58477513 3313600.17179309,8578878.85939013 3313752.95277658,8578733.14217668 3313788.8046203,8578403.52516444 3313717.10102905,8577218.75182393 3314144.66788986,8577037.18973444 3314203.19810711,8576935.66635884 3314226.00215727,8576726.60835513 3314270.09009795,8576662.15436996 3314043.19078322,8576626.30949393 3313952.48281095,8576598.8135797 3313902.31497904,8576530.79737083 3313805.52706794,8576365.93320496 3313603.71892712,8576294.24345289 3313667.0607649,8576234.01960837 3313671.24133676,8576166.44867746 3313670.60791669,8576168.89770626 3313637.16338005,8576170.01090116 3313598.90495973,8576169.45430371 3313571.41470547,8576195.16910608 3313508.70673345,8576215.42925341 3313466.39485396,8576313.94700276 3313419.77593228,8576380.85001673 3313396.46653243,8576604.8248322 3313311.08353459,8576848.50319755 3313214.93330435,8577064.01773173 3313128.91807201,8577185.2446572 3313083.56711202,8577239.01197125 3313056.71130883,8577322.61290884 3313004.13996353,8577404.98933203 3312944.98161263,8577715.57071134 3312737.23273321,8577912.60621004 3312600.42425909,8577997.43166203 3312539.49426902,8578373.58022142 3313086.60739503,8578524.08417297 3313282.45374944,8578593.32489624 3313354.02832733,8578969.58477513 3313600.17179309))",13.42,13,14160,258,190,21,16,5,8,0.1105,surplus present
Noida,Sector 77,664ac871af95c30d3110,"POLYGON((8615456.32899448 3320362.4668347,8615479.03817059 3320564.250421,8615474.25143249 3320610.76754753,8615457.55350887 3320682.50817515,8615459.89121818 3320726.61744517,8615465.90247068 3320788.72557267,8615498.07380352 3320953.63039213,8615493.39838491 3321018.14789792,8615468.24017999 3321117.26970351,8615464.67795628 3321190.0270987,8615493.39838491 3321282.05182909,8615439.63107085 3321364.4436554,8615428.83308025 3321370.40123796,8614633.45531853 3321282.05182909,8614656.16449465 3320966.68597224,8614629.89309482 3320329.00553002,8615456.32899448 3320362.4668347))",2.26,1,189,6,24,8,2,6,6,0.3333,surplus present
Gurgaon,Sector 68,9d8a921dc7ddd1d035f3,"POLYGON((8575490.85606505 3297488.66162942,8575490.87224758 3297488.70344438,8575631.53912492 3297768.89094106,8575631.56136089 3297768.92707067,8575631.5945235 3297768.95352873,8576246.06577504 3298177.70768475,8576246.22702528 3298177.84128354,8576268.38824222 3298200.51300528,8576268.44384675 3298200.57483702,8576355.21875348 3298305.53587144,8576355.27128429 3298305.60536679,8576690.28586879 3298791.43999492,8576690.32208897 3298791.48150275,8576690.37286844 3298791.5028627,8576729.21166681 3298802.85580223,8576729.35123949 3298802.87578335,8576755.94075453 3298802.87578335,8576756.05125473 3298802.8633804,8576783.77720998 3298796.55983812,8576783.82286735 3298796.54446863,8576783.8432476 3298796.50081701,8576809.40196222 3298723.23421805,8576809.47138351 3298723.07907041,8576847.25969188 3298654.85511973,8576847.30029986 3298654.78813675,8576981.97197034 3298451.09475448,8576981.9784435 3298451.08470459,8577170.09924475 3298151.20265186,8577170.11073586 3298151.18338697,8577369.3655351 3297799.42697671,8577369.36861982 3297799.42144979,8577475.09757959 3297607.1359213,8577475.13526949 3297607.04853615,8577504.06133427 3297517.26381325,8577504.06579978 3297517.2491902,8577598.68425641 3297189.54799027,8577598.6861866 3297189.54112175,8577634.30633372 3297059.22538129,8577634.3085589 3297059.21695226,8577732.256264 3296674.63334916,8577732.26304929 3296674.58821508,8577732.21969223 3296674.57395702,8576965.43712557 3296505.07991882,8576965.2822737 3296505.03224676,8576965.13715302 3296504.96019321,8576553.65841952 3296257.21525494,8576553.61850264 3296257.19610323,8576553.58429695 3296257.22421222,8576256.87310699 3296552.20447378,8576256.84481195 3296552.23838797,8576256.85508577 3296552.28134411,8576336.76825706 3296787.29762116,8576336.81348852 3296787.49327297,8576336.81871728 3296787.69401703,8576336.78373248 3296787.89175822,8576336.70994491 3296788.07852254,8576336.60033008 3296788.24677861,8576336.45930827 3296788.38974142,8575490.887697 3297488.62985231,8575490.85606505 3297488.66162942))",42.94,13.75,10504,395,585,49,58,-9,6,0.0838,surplus present
Noida,Sector 144,18db7eafec64fa75f603,"POLYGON((8618969.46646212 3311022.41511579,8618969.48885055 3311022.45266798,8619550.54724227 3311815.32092372,8619550.549843 3311815.32448895,8619873.34618886 3312259.8894722,8619873.37696167 3312259.92411856,8619873.42286198 3312259.91775481,8620437.98984556 3312124.15281438,8620438.17697384 3312124.12618673,8620438.36576989 3312124.13524615,8620438.5494888 3312124.17966899,8620438.721567 3312124.2578682,8620438.87585683 3312124.36705003,8620439.00684613 3312124.50331384,8620439.10985518 3312124.66179148,8620439.18120386 3312124.83682116,8620439.21834317 3312125.02214977,8620458.13104293 3312307.75951051,8620458.14107709 3312307.80747288,8620458.18311245 3312307.83265424,8620744.78219488 3312441.57531392,8621055.32231005 3312584.95015153,8621055.36419569 3312584.96485671,8621055.39508648 3312584.93297551,8621284.65447587 3312298.34688018,8621284.67902659 3312298.30954043,8621284.67176905 3312298.26544595,8621181.39042616 3311904.03277894,8621181.375448 3311903.99118567,8621181.35330896 3311903.95292068,8619978.04499495 3310196.66579016,8619978.01444639 3310196.63072207,8619977.97563135 3310196.65634192,8618969.49751494 3311022.38434029,8618969.46646212 3311022.41511579))",42.02,9.33,20137,902,458,46,39,7,4,0.1004,surplus present
Noida,Sector 119,8e4891b7dce9c53d2f80,"POLYGON((8617281.30072654 3323883.34411204,8616825.00213378 3323730.44710362,8615926.87648206 3323467.63569777,8616101.31412413 3322856.20403228,8616122.79878585 3322774.94392142,8617016.13769947 3323011.37292105,8617016.13769947 3323087.81708183,8617037.62236119 3323202.54753224,8617281.30072654 3323883.34411204))",8.12,10.5,4445,82,110,12,11,1,4,0.1091,surplus present
Noida,Sector 135,bba8ef2559bf6f22db8f,"POLYGON((8615585.35247513 3311437.86672048,8615585.34586205 3311437.91121142,8615547.50122773 3312205.42913758,8615547.50214933 3312205.49277248,8615568.64588226 3312475.21393739,8615568.65664146 3312475.26907414,8615568.67963438 3312475.32032985,8615647.6822102 3312608.26964538,8615647.69202315 3312608.28653243,8615718.90891551 3312733.64576995,8615718.93332788 3312733.68079449,8615718.97375806 3312733.66708012,8616898.87385798 3312208.01417548,8616898.91262722 3312207.99216845,8616898.89919969 3312207.94965886,8616825.48417049 3312035.81028894,8616825.42730442 3312035.6325809,8616772.01426718 3311792.52372663,8616772.013847 3311792.52180514,8616684.08166866 3311388.50965961,8616684.06870224 3311388.4689534,8616684.02723279 3311388.47922023,8616438.22656901 3311474.53450058,8616438.05302993 3311474.57828719,8616437.87446495 3311474.59043744,8616204.2993744 3311469.528155,8616204.26994762 3311469.52708359,8615585.39740483 3311437.86459942,8615585.35247513 3311437.86672048))",5.03,6.5,23931,267,1601,9,121,-112,4,0.0056,surplus present
Gurgaon,Sector 74A,e480013bbce27a28c434,"POLYGON((8571998.31298369 3299718.44847264,8571868.06917946 3299750.3396224,8571733.14995662 3299782.35740063,8571475.11137696 3299843.86212192,8571349.43167185 3299891.57276874,8571212.95397614 3299933.33554323,8571007.01291817 3300014.58349537,8570890.46141131 3300070.26773445,8570771.46087565 3300128.35676667,8570533.45980434 3300254.1539213,8570614.05511567 3300434.11930729,8570726.37648188 3300672.17849755,8570934.20997119 3301110.97278182,8570987.86596576 3301084.14099131,8571023.37688332 3301069.20633873,8571057.77460597 3301050.72789331,8571075.02912705 3301040.22303501,8571088.83274391 3301029.71818495,8571108.75893276 3301015.79610718,8571128.23984365 3301000.48183834,8571152.73013162 3300984.53476707,8571183.12035261 3300979.7253366,8571402.30842998 3300980.86441208,8571426.13080101 3301114.51660722,8571482.45846335 3301113.75721598,8571537.56161129 3301110.71965147,8571642.98116907 3301108.06178308,8571851.37125584 3301107.42895735,8572150.59804709 3301115.14943328,8572275.38719627 3301120.59173866,8572237.42724991 3300391.72218098,8572237.5385694 3300204.7967481,8572239.09704227 3300121.52274981,8572239.87627871 3300108.86717225,8572237.42724991 3300099.50205254,8572233.08578977 3300081.91083185,8572233.64238722 3300025.97343455,8572230.97071945 3300000.28280766,8572234.31030417 3299945.99095511,8572234.53294315 3299859.93438981,8572230.08016352 3299683.77326096,8571998.31298369 3299718.44847264))",5.41,10.5,3180,129,68,8,5,3,3,0.1176,surplus present
Gurgaon,Sector 82A,6b9e105e417d1fe84e86,"POLYGON((8566880.85030261 3297593.17469532,8566880.88184294 3297593.20492057,8567965.05791699 3298451.0592293,8567965.09577943 3298451.08355295,8567965.12694115 3298451.05108525,8568491.60892247 3297781.74607466,8568491.63260572 3297781.70940731,8568491.6100517 3297781.67203477,8568282.38748908 3297498.31806824,8568282.35355239 3297498.28078038,8568282.31274397 3297498.25117028,8567335.06828867 3296949.16642659,8567335.02934534 3296949.14843828,8567335.00148653 3296949.18105803,8566880.87198947 3297593.13677384,8566880.85030261 3297593.17469532))",30.42,12.25,22539,668,528,32,45,-13,2,0.0606,surplus present
Gurgaon,Mayfield Garden,6d9f817223e08769f141,null,31.96,9,649000,904,562,34,48,-14,2,0.0605,surplus present
Noida,Sector 133,a6a758941c7e82e5f597,"POLYGON((8611992.74050119 3312570.65642719,8611992.76386238 3312570.69681641,8612723.62261014 3313583.40037868,8612723.66291763 3313583.44395978,8612723.71251148 3313583.4765858,8612742.76044045 3313592.92868977,8612742.80488598 3313592.94547123,8612742.84795417 3313592.92541747,8613846.25814832 3312938.42824363,8613846.36139822 3312938.34680518,8613999.23442145 3312780.84384022,8613999.26259507 3312780.80854208,8613999.24139047 3312780.76866632,8613698.3252608 3312327.03616902,8613698.21979165 3312326.82779648,8613645.7335981 3312183.7176982,8613645.71388496 3312183.67637241,8613645.68042753 3312183.64511494,8613540.66900439 3312102.50725869,8613540.63099038 3312102.48320936,8613540.58678419 3312102.49153085,8613158.49452981 3312212.29471712,8613158.44932416 3312212.30657179,8612212.65532713 3312436.84744613,8612212.47815642 3312436.87304059,8612212.29926112 3312436.86663697,8612136.15907834 3312427.26790795,8612136.11529982 3312427.2664049,8612136.08163788 3312427.29443508,8611992.77000643 3312570.62028199,8611992.74050119 3312570.65642719))",7.42,11.5,10341,684,98,8,8,0,1,0.0816,surplus present
Gurgaon,Sector 69,e378bca73f0205299fa1,"POLYGON((8574874.70231678 3299553.29404199,8574874.74895591 3299553.29677741,8575016.0584955 3299546.97221879,8575016.0876365 3299546.97133994,8575097.27486966 3299545.70701934,8575097.39736143 3299545.71263056,8575179.70622295 3299554.56389615,8575179.71921517 3299554.56512201,8575257.62031974 3299560.89081752,8575257.65233932 3299560.89393676,8575413.47999961 3299578.60879342,8575413.48728955 3299578.60956807,8575541.50105605 3299591.26428456,8575669.5063238 3299603.91817286,8575669.53058439 3299603.9208705,8575925.5307714 3299635.55436475,8575925.57598697 3299635.55787845,8576161.52589355 3299643.14943001,8576161.57530384 3299643.14857489,8576218.27100495 3299639.35720098,8576218.32203707 3299639.34833477,8576218.37009023 3299639.32900135,8576235.00142973 3299630.50573858,8576235.04199997 3299630.48538142,8576248.26391322 3299624.22244477,8576248.50583608 3299624.14366501,8576268.37432549 3299620.37915555,8576268.45826148 3299620.35549695,8576288.28360372 3299612.84283153,8576288.45783442 3299612.79429894,8576288.63795725 3299612.77794306,8576314.04480097 3299612.77794306,8576314.07182376 3299612.77721216,8576337.39308121 3299611.51472452,8576337.47675632 3299611.50303327,8576354.10770879 3299607.72173007,8576354.15821622 3299607.70741832,8576365.24904023 3299603.92491489,8576365.28171641 3299603.91439329,8576381.94743032 3299598.86212073,8576381.97914212 3299598.85307535,8576400.87479967 3299593.79870532,8576400.90005355 3299593.79123209,8576416.45458403 3299588.73900746,8576416.49012455 3299588.72818921,8576434.25771188 3299583.67852973,8576434.30938506 3299583.66532249,8576462.09746234 3299577.34728884,8576462.12876247 3299577.33909851,8576487.70281915 3299569.75478541,8576487.7307504 3299569.746941,8576521.10831814 3299560.89324878,8576521.11681157 3299560.89091556,8576543.34428883 3299554.57374087,8576543.40919719 3299554.55761863,8576559.76136958 3299551.07208507,8576559.95376989 3299551.05024279,8576560.14677278 3299551.06589064,8576560.33314159 3299551.11844189,8576560.50588843 3299551.20592615,8576560.65853618 3299551.32506319,8576560.78536129 3299551.47138597,8576560.88160848 3299551.63940813,8576560.94366896 3299551.82282968,8576560.96921577 3299552.01477324,8576560.95729103 3299552.20804188,8576557.02688565 3299576.78301005,8576556.9774055 3299576.97179704,8576556.89219918 3299577.14737806,8576556.77451208 3299577.30306543,8576556.62882677 3299577.43292922,8576556.46069223 3299577.53202306,8576556.27651251 3299577.59657258,8576556.08330279 3299577.62411918,8576555.8884222 3299577.61361363,8576555.69929351 3299577.56545608,8576555.5231204 3299577.48148079,8576555.36661311 3299577.36488629,8576545.64043752 3299568.51932678,8576545.60158313 3299568.49060734,8576545.5540082 3299568.49903923,8576518.89365727 3299576.0760699,8576518.87868124 3299576.08020073,8576481.0619205 3299586.19573573,8576481.01397627 3299586.21118857,8576461.00301511 3299593.79417786,8576460.99709959 3299593.7964625,8576432.17944757 3299605.13669113,8576431.92621865 3299605.19974877,8576409.82778595 3299607.71195769,8576409.75926962 3299607.72463937,8576385.3069246 3299614.04238684,8576366.45929238 3299619.08388062,8576366.29520346 3299619.11338578,8576353.04591809 3299620.36856551,8576352.99476033 3299620.37609963,8576334.11396638 3299624.1639026,8576334.07757266 3299624.1705061,8576318.56110828 3299626.69044276,8576318.46053075 3299626.70158983,8576297.40955091 3299627.96113478,8576297.36163215 3299627.96877758,8576297.31613279 3299627.98564259,8576274.02903353 3299639.33140726,8576273.99800381 3299639.35064634,8576274.03411965 3299639.35599717,8576301.8085345 3299640.61898823,8576301.81782515 3299640.61932419,8576443.18084062 3299644.41552156,8576443.19701794 3299644.41608705,8576590.08101189 3299650.74116904,8576590.12704713 3299650.73857589,8576590.1416764 3299650.69485002,8576683.63899696 3299239.45774253,8576781.58877297 3298809.25307092,8576781.59426753 3298809.20794254,8576781.54885963 3298809.20573265,8576735.01276473 3298811.72479633,8576734.84753728 3298811.72005905,8576734.68534743 3298811.68816859,8576694.77646125 3298800.34647325,8576694.7655184 3298800.34329591,8576618.00402461 3298777.58002642,8576617.91542677 3298777.5622864,8576417.62178837 3298756.05871164,8576417.54892823 3298756.05624175,8576320.79480613 3298759.8488526,8576320.73924216 3298759.85746464,8576320.68708753 3298759.87847461,8576220.78125749 3298814.13906629,8576220.6242028 3298814.20765407,8576220.45774329 3298814.24841788,8576220.28676794 3298814.26016047,8576074.61022821 3298811.75108186,8576074.41523479 3298811.72845326,8576074.22841895 3298811.66816788,8576074.05697954 3298811.57254876,8576073.90752288 3298811.44528056,8576073.78580822 3298811.29126748,8576073.69652577 3298811.11644434,8576073.64311598 3298810.92754786,8576073.62763696 3298810.73185707,8576079.17322703 3298524.53325313,8576079.16949067 3298524.48702264,8576079.12504508 3298524.47376337,8575697.62100015 3298451.14217751,8575697.44772499 3298451.09231839,8575697.28621972 3298451.01215443,8575697.14173491 3298450.90429177,8575460.71510733 3298238.6593971,8575460.68166221 3298238.63420354,8575460.64014242 3298238.6287814,8574971.03854196 3298217.1214053,8574970.99311129 3298217.12394595,8574970.98774497 3298217.16913006,8574967.09385967 3298428.23798755,8574967.08005616 3298428.38613163,8574902.53259183 3298810.43635096,8574902.52596254 3298810.50085826,8574874.69924191 3299553.24742402,8574874.70231678 3299553.29404199))",51.2,9.88,20129,616,570,52,43,9,1,0.0912,surplus present
Gurgaon,Gopalpur,76fc491f5a93f3479920,null,5.42,6,200,0,71,5,7,-2,0,0.0704,conversion/demand gap
Gurgaon,Sector 22,2ef6a153af78a2aceec1,"POLYGON((8577985.41529607 3312537.72188208,8577985.43760044 3312537.76088735,8578250.56788121 3312911.02612691,8578250.57639645 3312911.03830582,8578399.29043245 3313127.13789611,8578399.29982883 3313127.15108746,8578474.52873847 3313229.22333987,8578474.56816436 3313229.27046469,8578519.28498014 3313276.48662442,8578519.3094052 3313276.51336854,8578571.81085435 3313336.13295359,8578571.87504976 3313336.19396164,8578606.43986882 3313363.63962919,8578606.48294624 3313363.67026379,8578988.68879948 3313606.09868274,8578988.73081391 3313606.11969098,8578988.76501314 3313606.08748894,8579050.84246095 3313534.42969833,8579050.85332612 3313534.41671874,8579252.65289908 3313284.88211904,8579252.68873678 3313284.84022112,8579343.33986551 3313184.59187642,8579343.46080178 3313184.47860456,8579538.04411964 3313030.4013047,8579538.13146108 3313030.31221079,8579541.62750435 3313025.71220636,8579541.65055394 3313025.67519144,8579541.62746028 3313025.63820397,8579285.51156992 3312689.47901264,8579285.5073728 3312689.47358154,8579140.37636975 3312504.31422085,8579140.34699341 3312504.28293169,8579140.30430814 3312504.27846538,8578706.20645148 3312497.69220408,8578706.19926879 3312497.69206929,8578439.93266631 3312491.73865982,8578439.92060805 3312491.73853567,8578296.37313165 3312491.9917849,8578296.32744221 3312491.99632121,8578296.30635361 3312492.03493625,8578296.18961278 3312492.20449161,8578296.04062663 3312492.34654994,8578295.86570881 3312492.45509116,8578295.67227189 3312492.52551558,8578295.46851323 3312492.55483879,8578246.06181847 3312494.52318696,8578245.95443177 3312494.52169357,8578143.17266977 3312487.55993381,8578143.12503584 3312487.55898379,8578079.28973742 3312489.3306798,8578079.2520149 3312489.33462624,8578079.21533431 3312489.34427502,8578048.21862219 3312500.09017335,8578048.1691573 3312500.11034418,8578018.95642035 3312513.8873795,8578018.88018866 3312513.93197178,8577985.44919311 3312537.69238826,8577985.41529607 3312537.72188208),(8578310.12521267 3312514.39651054,8578310.32217436 3312514.41795677,8578310.51104215 3312514.47781334,8578310.68440224 3312514.57373064,8578310.83544959 3312514.70194355,8578310.95825501 3312514.85741921,8578311.21565185 3312515.25960702,8578311.24375034 3312515.29548295,8578311.28883884 3312515.30208856,8578355.94322924 3312517.55256026,8578356.13389267 3312517.58076688,8578356.3156035 3312517.64502675,8578356.48161151 3312517.74295272,8578356.6257498 3312517.87090703,8578356.74266392 3312518.02413642,8578356.82801071 3312518.19694869,8578356.8786197 3312518.38292419,8578356.89261085 3312518.57515426,8578356.86946443 3312518.76649793,8578356.81004027 3312518.94984712,8578356.71654588 3312519.11839075,8578356.59245441 3312519.26586773,8578356.44237561 3312519.38679957,8578271.92157042 3312574.97281269,8578271.73532677 3312575.06900286,8578271.53312279 3312575.12425496,8578271.32384316 3312575.13614127,8578271.11668349 3312575.1041395,8578270.92074619 3312575.02965578,8578270.74464063 3312574.91596289,8578270.59610473 3312574.76805639,8578221.77256851 3312514.7025293,8578221.66750774 3312514.54480856,8578221.59408853 3312514.37009961,8578221.5549476 3312514.18467689,8578221.55149067 3312513.99519959,8578221.58384187 3312513.80847252,8578221.65083936 3312513.63120173,8578221.75007701 3312513.46975365,8578221.87799086 3312513.32992645,8578222.02998705 3312513.21674183,8578222.20060684 3312513.13426467,8578222.38372268 3312513.08545701,8578222.57275821 3312513.07207172,8578257.02497213 3312513.90619887,8578257.03245794 3312513.90632404,8578310.12521267 3312514.39651054))",13.86,10.5,74062,471,250,13,17,-4,-1,0.0520,conversion/demand gap
